timestamp, clocks.current.sm [MHz], pstate, utilization.gpu [%]
2026/08/31 19:46:42.832, 210 MHz, P8, 3 %
2026/08/31 19:46:42.864, 210 MHz, P8, 3 %
2026/08/31 19:46:42.896, 210 MHz, P8, 3 %
2026/08/31 19:46:42.926, 210 MHz, P8, 3 %
2026/08/31 19:46:42.957, 210 MHz, P8, 2 %
2026/08/31 19:46:42.989, 210 MHz, P8, 2 %
2026/08/31 19:46:43.021, 210 MHz, P8, 2 %
2026/08/31 19:46:43.052, 210 MHz, P8, 2 %
2026/08/31 19:46:43.083, 210 MHz, P8, 2 %
2026/08/31 19:46:43.115, 210 MHz, P8, 2 %
2026/08/31 19:46:43.148, 210 MHz, P8, 2 %
2026/08/31 19:46:43.180, 210 MHz, P8, 2 %
2026/08/31 19:46:43.211, 210 MHz, P8, 2 %
2026/08/31 19:46:43.243, 210 MHz, P8, 2 %
2026/08/31 19:46:43.273, 210 MHz, P8, 2 %
2026/08/31 19:46:43.304, 210 MHz, P8, 2 %
2026/08/31 19:46:43.335, 210 MHz, P8, 2 %
2026/08/31 19:46:43.367, 210 MHz, P8, 2 %
2026/08/31 19:46:43.398, 210 MHz, P8, 2 %
2026/08/31 19:46:43.429, 210 MHz, P8, 2 %
2026/08/31 19:46:43.461, 210 MHz, P8, 1 %
2026/08/31 19:46:43.493, 210 MHz, P8, 1 %
2026/08/31 19:46:43.524, 210 MHz, P8, 1 %
2026/08/31 19:46:43.555, 210 MHz, P8, 1 %
2026/08/31 19:46:43.586, 210 MHz, P8, 1 %
2026/08/31 19:46:43.618, 210 MHz, P8, 1 %
2026/08/31 19:46:43.648, 210 MHz, P8, 1 %
2026/08/31 19:46:43.678, 210 MHz, P8, 1 %
2026/08/31 19:46:43.708, 210 MHz, P8, 1 %
2026/08/31 19:46:43.739, 210 MHz, P8, 1 %
2026/08/31 19:46:43.770, 210 MHz, P8, 1 %
2026/08/31 19:46:43.800, 210 MHz, P8, 1 %
2026/08/31 19:46:43.830, 210 MHz, P8, 1 %
2026/08/31 19:46:43.860, 210 MHz, P8, 1 %
2026/08/31 19:46:43.890, 210 MHz, P8, 1 %
2026/08/31 19:46:43.920, 210 MHz, P8, 1 %
2026/08/31 19:46:43.952, 210 MHz, P8, 1 %
2026/08/31 19:46:43.984, 210 MHz, P8, 1 %
2026/08/31 19:46:44.015, 210 MHz, P8, 1 %
2026/08/31 19:46:44.045, 210 MHz, P8, 1 %
2026/08/31 19:46:44.076, 210 MHz, P8, 1 %
2026/08/31 19:46:44.108, 210 MHz, P8, 1 %
2026/08/31 19:46:44.139, 210 MHz, P8, 1 %
2026/08/31 19:46:44.170, 210 MHz, P8, 1 %
2026/08/31 19:46:44.202, 210 MHz, P8, 1 %
2026/08/31 19:46:44.233, 210 MHz, P8, 1 %
2026/08/31 19:46:44.264, 210 MHz, P8, 1 %
2026/08/31 19:46:44.295, 210 MHz, P8, 1 %
2026/08/31 19:46:44.326, 210 MHz, P8, 1 %
2026/08/31 19:46:44.357, 210 MHz, P8, 1 %
2026/08/31 19:46:44.387, 210 MHz, P8, 1 %
2026/08/31 19:46:44.417, 210 MHz, P8, 1 %
2026/08/31 19:46:44.448, 210 MHz, P8, 1 %
2026/08/31 19:46:44.478, 210 MHz, P8, 1 %
2026/08/31 19:46:44.508, 210 MHz, P8, 1 %
2026/08/31 19:46:44.539, 210 MHz, P8, 1 %
2026/08/31 19:46:44.569, 210 MHz, P8, 1 %
2026/08/31 19:46:44.599, 210 MHz, P8, 1 %
2026/08/31 19:46:44.630, 210 MHz, P8, 1 %
2026/08/31 19:46:44.662, 210 MHz, P8, 1 %
2026/08/31 19:46:44.693, 210 MHz, P8, 1 %
2026/08/31 19:46:44.725, 210 MHz, P8, 1 %
2026/08/31 19:46:44.755, 210 MHz, P8, 1 %
2026/08/31 19:46:44.785, 210 MHz, P8, 1 %
2026/08/31 19:46:44.815, 210 MHz, P8, 1 %
2026/08/31 19:46:44.845, 210 MHz, P8, 1 %
2026/08/31 19:46:44.875, 210 MHz, P8, 1 %
2026/08/31 19:46:44.905, 210 MHz, P8, 1 %
2026/08/31 19:46:44.935, 210 MHz, P8, 1 %
2026/08/31 19:46:44.966, 210 MHz, P8, 2 %
2026/08/31 19:46:44.997, 210 MHz, P8, 2 %
2026/08/31 19:46:45.028, 210 MHz, P8, 2 %
2026/08/31 19:46:45.058, 210 MHz, P8, 2 %
2026/08/31 19:46:45.090, 210 MHz, P8, 2 %
2026/08/31 19:46:45.121, 210 MHz, P8, 2 %
2026/08/31 19:46:45.152, 210 MHz, P8, 2 %
2026/08/31 19:46:45.184, 210 MHz, P8, 2 %
2026/08/31 19:46:45.216, 210 MHz, P8, 2 %
2026/08/31 19:46:45.247, 210 MHz, P8, 2 %
2026/08/31 19:46:45.279, 210 MHz, P8, 2 %
2026/08/31 19:46:45.309, 210 MHz, P8, 2 %
2026/08/31 19:46:45.341, 210 MHz, P8, 2 %
2026/08/31 19:46:45.372, 210 MHz, P8, 2 %
2026/08/31 19:46:45.403, 210 MHz, P8, 2 %
2026/08/31 19:46:45.434, 210 MHz, P8, 2 %
2026/08/31 19:46:45.465, 210 MHz, P8, 1 %
2026/08/31 19:46:45.496, 210 MHz, P8, 1 %
2026/08/31 19:46:45.527, 210 MHz, P8, 1 %
2026/08/31 19:46:45.558, 210 MHz, P8, 1 %
2026/08/31 19:46:45.588, 210 MHz, P8, 1 %
2026/08/31 19:46:45.618, 210 MHz, P8, 1 %
2026/08/31 19:46:45.648, 210 MHz, P8, 1 %
2026/08/31 19:46:45.678, 210 MHz, P8, 1 %
2026/08/31 19:46:45.708, 210 MHz, P8, 1 %
2026/08/31 19:46:45.738, 210 MHz, P8, 1 %
2026/08/31 19:46:45.769, 210 MHz, P8, 1 %
2026/08/31 19:46:45.801, 210 MHz, P8, 1 %
2026/08/31 19:46:45.833, 210 MHz, P8, 1 %
2026/08/31 19:46:45.865, 210 MHz, P8, 1 %
2026/08/31 19:46:45.896, 210 MHz, P8, 1 %
2026/08/31 19:46:45.927, 210 MHz, P8, 1 %
2026/08/31 19:46:45.957, 210 MHz, P8, 2 %
2026/08/31 19:46:45.989, 210 MHz, P8, 2 %
2026/08/31 19:46:46.020, 210 MHz, P8, 2 %
2026/08/31 19:46:46.052, 210 MHz, P8, 2 %
2026/08/31 19:46:46.083, 210 MHz, P8, 2 %
2026/08/31 19:46:46.115, 210 MHz, P8, 2 %
2026/08/31 19:46:46.147, 210 MHz, P8, 2 %
2026/08/31 19:46:46.177, 210 MHz, P8, 2 %
2026/08/31 19:46:46.207, 210 MHz, P8, 2 %
2026/08/31 19:46:46.237, 210 MHz, P8, 2 %
2026/08/31 19:46:46.267, 210 MHz, P8, 2 %
2026/08/31 19:46:46.297, 210 MHz, P8, 2 %
2026/08/31 19:46:46.327, 210 MHz, P8, 2 %
2026/08/31 19:46:46.359, 210 MHz, P8, 2 %
2026/08/31 19:46:46.391, 210 MHz, P8, 2 %
2026/08/31 19:46:46.423, 210 MHz, P8, 2 %
2026/08/31 19:46:46.454, 210 MHz, P8, 1 %
2026/08/31 19:46:46.484, 210 MHz, P8, 1 %
2026/08/31 19:46:46.514, 210 MHz, P8, 1 %
2026/08/31 19:46:46.545, 210 MHz, P8, 1 %
2026/08/31 19:46:46.575, 210 MHz, P8, 1 %
2026/08/31 19:46:46.605, 210 MHz, P8, 1 %
2026/08/31 19:46:46.636, 210 MHz, P8, 1 %
2026/08/31 19:46:46.668, 210 MHz, P8, 1 %
2026/08/31 19:46:46.699, 210 MHz, P8, 1 %
2026/08/31 19:46:46.729, 210 MHz, P8, 1 %
2026/08/31 19:46:46.759, 210 MHz, P8, 1 %
2026/08/31 19:46:46.789, 210 MHz, P8, 1 %
2026/08/31 19:46:46.821, 210 MHz, P8, 1 %
2026/08/31 19:46:46.852, 210 MHz, P8, 1 %
2026/08/31 19:46:46.882, 210 MHz, P8, 1 %
2026/08/31 19:46:46.912, 210 MHz, P8, 1 %
2026/08/31 19:46:46.942, 210 MHz, P8, 1 %
2026/08/31 19:46:46.974, 210 MHz, P8, 1 %
2026/08/31 19:46:47.006, 210 MHz, P8, 1 %
2026/08/31 19:46:47.038, 210 MHz, P8, 1 %
2026/08/31 19:46:47.069, 210 MHz, P8, 1 %
2026/08/31 19:46:47.100, 210 MHz, P8, 1 %
2026/08/31 19:46:47.131, 210 MHz, P8, 1 %
2026/08/31 19:46:47.162, 210 MHz, P8, 1 %
2026/08/31 19:46:47.194, 210 MHz, P8, 1 %
2026/08/31 19:46:47.225, 210 MHz, P8, 1 %
2026/08/31 19:46:47.257, 210 MHz, P8, 1 %
2026/08/31 19:46:47.288, 210 MHz, P8, 1 %
2026/08/31 19:46:47.320, 210 MHz, P8, 1 %
2026/08/31 19:46:47.352, 210 MHz, P8, 1 %
2026/08/31 19:46:47.384, 210 MHz, P8, 1 %
2026/08/31 19:46:47.414, 210 MHz, P8, 1 %
2026/08/31 19:46:47.446, 210 MHz, P8, 2 %
2026/08/31 19:46:47.478, 210 MHz, P8, 2 %
2026/08/31 19:46:47.508, 210 MHz, P8, 2 %
2026/08/31 19:46:47.538, 210 MHz, P8, 2 %
2026/08/31 19:46:47.569, 210 MHz, P8, 2 %
2026/08/31 19:46:47.601, 210 MHz, P8, 2 %
2026/08/31 19:46:47.633, 210 MHz, P8, 2 %
2026/08/31 19:46:47.663, 210 MHz, P8, 2 %
2026/08/31 19:46:47.693, 210 MHz, P8, 2 %
2026/08/31 19:46:47.723, 210 MHz, P8, 2 %
2026/08/31 19:46:47.753, 210 MHz, P8, 2 %
2026/08/31 19:46:47.783, 210 MHz, P8, 2 %
2026/08/31 19:46:47.815, 210 MHz, P8, 2 %
2026/08/31 19:46:47.847, 210 MHz, P8, 2 %
2026/08/31 19:46:47.879, 210 MHz, P8, 2 %
2026/08/31 19:46:47.910, 210 MHz, P8, 2 %
2026/08/31 19:46:47.942, 210 MHz, P8, 1 %
2026/08/31 19:46:47.972, 210 MHz, P8, 1 %
2026/08/31 19:46:48.002, 210 MHz, P8, 1 %
2026/08/31 19:46:48.032, 210 MHz, P8, 1 %
2026/08/31 19:46:48.064, 210 MHz, P8, 1 %
2026/08/31 19:46:48.095, 210 MHz, P8, 1 %
2026/08/31 19:46:48.127, 210 MHz, P8, 1 %
2026/08/31 19:46:48.158, 210 MHz, P8, 1 %
2026/08/31 19:46:48.190, 210 MHz, P8, 1 %
2026/08/31 19:46:48.222, 210 MHz, P8, 1 %
2026/08/31 19:46:48.252, 210 MHz, P8, 1 %
2026/08/31 19:46:48.283, 210 MHz, P8, 1 %
2026/08/31 19:46:48.315, 210 MHz, P8, 1 %
2026/08/31 19:46:48.347, 210 MHz, P8, 1 %
2026/08/31 19:46:48.377, 210 MHz, P8, 1 %
2026/08/31 19:46:48.407, 210 MHz, P8, 1 %
2026/08/31 19:46:48.437, 210 MHz, P8, 1 %
2026/08/31 19:46:48.468, 210 MHz, P8, 1 %
2026/08/31 19:46:48.500, 210 MHz, P8, 1 %
2026/08/31 19:46:48.530, 210 MHz, P8, 1 %
2026/08/31 19:46:48.561, 210 MHz, P8, 1 %
2026/08/31 19:46:48.591, 210 MHz, P8, 1 %
2026/08/31 19:46:48.621, 210 MHz, P8, 1 %
2026/08/31 19:46:48.653, 210 MHz, P8, 1 %
2026/08/31 19:46:48.683, 210 MHz, P8, 1 %
2026/08/31 19:46:48.714, 210 MHz, P8, 1 %
2026/08/31 19:46:48.745, 210 MHz, P8, 1 %
2026/08/31 19:46:48.777, 210 MHz, P8, 1 %
2026/08/31 19:46:48.808, 210 MHz, P8, 1 %
2026/08/31 19:46:48.840, 210 MHz, P8, 1 %
2026/08/31 19:46:48.870, 210 MHz, P8, 1 %
2026/08/31 19:46:48.900, 210 MHz, P8, 1 %
2026/08/31 19:46:48.930, 210 MHz, P8, 1 %
2026/08/31 19:46:48.961, 210 MHz, P8, 1 %
2026/08/31 19:46:48.992, 210 MHz, P8, 1 %
2026/08/31 19:46:49.024, 210 MHz, P8, 1 %
2026/08/31 19:46:49.055, 210 MHz, P8, 1 %
2026/08/31 19:46:49.087, 210 MHz, P8, 1 %
2026/08/31 19:46:49.119, 210 MHz, P8, 1 %
2026/08/31 19:46:49.150, 210 MHz, P8, 1 %
2026/08/31 19:46:49.180, 210 MHz, P8, 1 %
2026/08/31 19:46:49.210, 210 MHz, P8, 1 %
2026/08/31 19:46:49.240, 210 MHz, P8, 1 %
2026/08/31 19:46:49.270, 210 MHz, P8, 1 %
2026/08/31 19:46:49.300, 210 MHz, P8, 1 %
2026/08/31 19:46:49.330, 210 MHz, P8, 1 %
2026/08/31 19:46:49.360, 210 MHz, P8, 1 %
2026/08/31 19:46:49.390, 210 MHz, P8, 1 %
2026/08/31 19:46:49.420, 210 MHz, P8, 1 %
2026/08/31 19:46:49.451, 210 MHz, P8, 2 %
2026/08/31 19:46:49.482, 210 MHz, P8, 2 %
2026/08/31 19:46:49.513, 210 MHz, P8, 2 %
2026/08/31 19:46:49.544, 210 MHz, P8, 2 %
2026/08/31 19:46:49.575, 210 MHz, P8, 2 %
2026/08/31 19:46:49.605, 210 MHz, P8, 2 %
2026/08/31 19:46:49.635, 210 MHz, P8, 2 %
2026/08/31 19:46:49.665, 210 MHz, P8, 2 %
2026/08/31 19:46:49.695, 210 MHz, P8, 2 %
2026/08/31 19:46:49.725, 210 MHz, P8, 2 %
2026/08/31 19:46:49.755, 210 MHz, P8, 2 %
2026/08/31 19:46:49.787, 210 MHz, P8, 2 %
2026/08/31 19:46:49.819, 210 MHz, P8, 2 %
2026/08/31 19:46:49.850, 210 MHz, P8, 2 %
2026/08/31 19:46:49.881, 210 MHz, P8, 2 %
2026/08/31 19:46:49.912, 210 MHz, P8, 2 %
2026/08/31 19:46:49.943, 210 MHz, P8, 1 %
2026/08/31 19:46:49.974, 210 MHz, P8, 1 %
2026/08/31 19:46:50.006, 210 MHz, P8, 1 %
2026/08/31 19:46:50.038, 210 MHz, P8, 1 %
2026/08/31 19:46:50.069, 210 MHz, P8, 1 %
2026/08/31 19:46:50.101, 210 MHz, P8, 1 %
2026/08/31 19:46:50.131, 210 MHz, P8, 1 %
2026/08/31 19:46:50.162, 210 MHz, P8, 1 %
2026/08/31 19:46:50.194, 210 MHz, P8, 1 %
2026/08/31 19:46:50.226, 210 MHz, P8, 1 %
2026/08/31 19:46:50.257, 210 MHz, P8, 1 %
2026/08/31 19:46:50.289, 210 MHz, P8, 1 %
2026/08/31 19:46:50.320, 210 MHz, P8, 1 %
2026/08/31 19:46:50.350, 210 MHz, P8, 1 %
2026/08/31 19:46:50.380, 210 MHz, P8, 1 %
2026/08/31 19:46:50.410, 210 MHz, P8, 1 %
2026/08/31 19:46:50.440, 210 MHz, P8, 1 %
2026/08/31 19:46:50.472, 210 MHz, P8, 1 %
2026/08/31 19:46:50.502, 210 MHz, P8, 1 %
2026/08/31 19:46:50.533, 210 MHz, P8, 1 %
2026/08/31 19:46:50.564, 210 MHz, P8, 1 %
2026/08/31 19:46:50.594, 210 MHz, P8, 1 %
2026/08/31 19:46:50.624, 210 MHz, P8, 1 %
2026/08/31 19:46:50.656, 210 MHz, P8, 1 %
2026/08/31 19:46:50.687, 210 MHz, P8, 1 %
2026/08/31 19:46:50.717, 210 MHz, P8, 1 %
2026/08/31 19:46:50.748, 210 MHz, P8, 1 %
2026/08/31 19:46:50.780, 210 MHz, P8, 1 %
2026/08/31 19:46:50.811, 210 MHz, P8, 1 %
2026/08/31 19:46:50.841, 210 MHz, P8, 1 %
2026/08/31 19:46:50.871, 210 MHz, P8, 1 %
2026/08/31 19:46:50.901, 210 MHz, P8, 1 %
2026/08/31 19:46:50.931, 210 MHz, P8, 1 %
2026/08/31 19:46:50.961, 210 MHz, P8, 1 %
2026/08/31 19:46:50.993, 210 MHz, P8, 1 %
2026/08/31 19:46:51.025, 210 MHz, P8, 1 %
2026/08/31 19:46:51.057, 210 MHz, P8, 1 %
2026/08/31 19:46:51.088, 210 MHz, P8, 1 %
2026/08/31 19:46:51.119, 210 MHz, P8, 1 %
2026/08/31 19:46:51.150, 210 MHz, P8, 1 %
2026/08/31 19:46:51.181, 210 MHz, P8, 1 %
2026/08/31 19:46:51.213, 210 MHz, P8, 1 %
2026/08/31 19:46:51.244, 210 MHz, P8, 1 %
2026/08/31 19:46:51.275, 210 MHz, P8, 1 %
2026/08/31 19:46:51.306, 210 MHz, P8, 1 %
2026/08/31 19:46:51.337, 210 MHz, P8, 1 %
2026/08/31 19:46:51.368, 210 MHz, P8, 1 %
2026/08/31 19:46:51.399, 210 MHz, P8, 1 %
2026/08/31 19:46:51.430, 210 MHz, P8, 1 %
2026/08/31 19:46:51.462, 210 MHz, P8, 1 %
2026/08/31 19:46:51.492, 210 MHz, P8, 1 %
2026/08/31 19:46:51.522, 210 MHz, P8, 1 %
2026/08/31 19:46:51.552, 210 MHz, P8, 1 %
2026/08/31 19:46:51.583, 210 MHz, P8, 1 %
2026/08/31 19:46:51.614, 210 MHz, P8, 1 %
2026/08/31 19:46:51.644, 210 MHz, P8, 1 %
2026/08/31 19:46:51.675, 210 MHz, P8, 1 %
2026/08/31 19:46:51.707, 210 MHz, P8, 1 %
2026/08/31 19:46:51.739, 210 MHz, P8, 1 %
2026/08/31 19:46:51.770, 210 MHz, P8, 1 %
2026/08/31 19:46:51.801, 210 MHz, P8, 1 %
2026/08/31 19:46:51.833, 210 MHz, P8, 1 %
2026/08/31 19:46:51.864, 210 MHz, P8, 1 %
2026/08/31 19:46:51.896, 210 MHz, P8, 1 %
2026/08/31 19:46:51.927, 210 MHz, P8, 1 %
2026/08/31 19:46:51.959, 210 MHz, P8, 1 %
2026/08/31 19:46:51.989, 210 MHz, P8, 1 %
2026/08/31 19:46:52.019, 210 MHz, P8, 1 %
2026/08/31 19:46:52.049, 210 MHz, P8, 1 %
2026/08/31 19:46:52.079, 210 MHz, P8, 1 %
2026/08/31 19:46:52.109, 210 MHz, P8, 1 %
2026/08/31 19:46:52.139, 210 MHz, P8, 1 %
2026/08/31 19:46:52.170, 210 MHz, P8, 1 %
2026/08/31 19:46:52.200, 210 MHz, P8, 1 %
2026/08/31 19:46:52.232, 210 MHz, P8, 1 %
2026/08/31 19:46:52.264, 210 MHz, P8, 1 %
2026/08/31 19:46:52.295, 210 MHz, P8, 1 %
2026/08/31 19:46:52.326, 210 MHz, P8, 1 %
2026/08/31 19:46:52.358, 210 MHz, P8, 1 %
2026/08/31 19:46:52.388, 210 MHz, P8, 1 %
2026/08/31 19:46:52.418, 210 MHz, P8, 1 %
2026/08/31 19:46:52.448, 210 MHz, P8, 1 %
2026/08/31 19:46:52.478, 210 MHz, P8, 1 %
2026/08/31 19:46:52.508, 210 MHz, P8, 1 %
2026/08/31 19:46:52.538, 210 MHz, P8, 1 %
2026/08/31 19:46:52.568, 210 MHz, P8, 1 %
2026/08/31 19:46:52.598, 210 MHz, P8, 1 %
2026/08/31 19:46:52.628, 210 MHz, P8, 1 %
2026/08/31 19:46:52.660, 210 MHz, P8, 1 %
2026/08/31 19:46:52.691, 210 MHz, P8, 1 %
2026/08/31 19:46:52.721, 210 MHz, P8, 1 %
2026/08/31 19:46:52.751, 210 MHz, P8, 1 %
2026/08/31 19:46:52.781, 210 MHz, P8, 1 %
2026/08/31 19:46:52.813, 210 MHz, P8, 1 %
2026/08/31 19:46:52.844, 210 MHz, P8, 1 %
2026/08/31 19:46:52.875, 210 MHz, P8, 1 %
2026/08/31 19:46:52.907, 210 MHz, P8, 1 %
2026/08/31 19:46:52.939, 210 MHz, P8, 1 %
2026/08/31 19:46:52.970, 210 MHz, P8, 1 %
2026/08/31 19:46:53.000, 210 MHz, P8, 1 %
2026/08/31 19:46:53.030, 210 MHz, P8, 1 %
2026/08/31 19:46:53.060, 210 MHz, P8, 1 %
2026/08/31 19:46:53.090, 210 MHz, P8, 1 %
2026/08/31 19:46:53.120, 210 MHz, P8, 1 %
2026/08/31 19:46:53.150, 210 MHz, P8, 1 %
2026/08/31 19:46:53.180, 210 MHz, P8, 1 %
2026/08/31 19:46:53.212, 210 MHz, P8, 1 %
2026/08/31 19:46:53.243, 210 MHz, P8, 1 %
2026/08/31 19:46:53.275, 210 MHz, P8, 1 %
2026/08/31 19:46:53.307, 210 MHz, P8, 1 %
2026/08/31 19:46:53.338, 210 MHz, P8, 1 %
2026/08/31 19:46:53.369, 210 MHz, P8, 1 %
2026/08/31 19:46:53.401, 210 MHz, P8, 1 %
2026/08/31 19:46:53.433, 210 MHz, P8, 1 %
2026/08/31 19:46:53.464, 210 MHz, P8, 1 %
2026/08/31 19:46:53.494, 210 MHz, P8, 1 %
2026/08/31 19:46:53.524, 210 MHz, P8, 1 %
2026/08/31 19:46:53.554, 210 MHz, P8, 1 %
2026/08/31 19:46:53.585, 210 MHz, P8, 1 %
2026/08/31 19:46:53.616, 210 MHz, P8, 1 %
2026/08/31 19:46:53.646, 210 MHz, P8, 1 %
2026/08/31 19:46:53.676, 210 MHz, P8, 1 %
2026/08/31 19:46:53.707, 210 MHz, P8, 1 %
2026/08/31 19:46:53.737, 210 MHz, P8, 1 %
2026/08/31 19:46:53.767, 210 MHz, P8, 1 %
2026/08/31 19:46:53.798, 210 MHz, P8, 1 %
2026/08/31 19:46:53.828, 210 MHz, P8, 1 %
2026/08/31 19:46:53.858, 210 MHz, P8, 1 %
2026/08/31 19:46:53.888, 210 MHz, P8, 1 %
2026/08/31 19:46:53.918, 210 MHz, P8, 1 %
2026/08/31 19:46:53.948, 210 MHz, P8, 1 %
2026/08/31 19:46:53.978, 210 MHz, P8, 1 %
2026/08/31 19:46:54.008, 210 MHz, P8, 1 %
2026/08/31 19:46:54.038, 210 MHz, P8, 1 %
2026/08/31 19:46:54.068, 210 MHz, P8, 1 %
2026/08/31 19:46:54.098, 210 MHz, P8, 1 %
2026/08/31 19:46:54.128, 210 MHz, P8, 1 %
2026/08/31 19:46:54.158, 210 MHz, P8, 1 %
2026/08/31 19:46:54.189, 210 MHz, P8, 1 %
2026/08/31 19:46:54.221, 210 MHz, P8, 1 %
2026/08/31 19:46:54.252, 210 MHz, P8, 1 %
2026/08/31 19:46:54.284, 210 MHz, P8, 1 %
2026/08/31 19:46:54.316, 210 MHz, P8, 1 %
2026/08/31 19:46:54.347, 210 MHz, P8, 1 %
2026/08/31 19:46:54.377, 210 MHz, P8, 1 %
2026/08/31 19:46:54.409, 210 MHz, P8, 1 %
2026/08/31 19:46:54.440, 210 MHz, P8, 1 %
2026/08/31 19:46:54.470, 210 MHz, P8, 1 %
2026/08/31 19:46:54.500, 210 MHz, P8, 1 %
2026/08/31 19:46:54.530, 210 MHz, P8, 1 %
2026/08/31 19:46:54.560, 210 MHz, P8, 1 %
2026/08/31 19:46:54.590, 210 MHz, P8, 1 %
2026/08/31 19:46:54.620, 210 MHz, P8, 1 %
2026/08/31 19:46:54.652, 210 MHz, P8, 1 %
2026/08/31 19:46:54.683, 210 MHz, P8, 1 %
2026/08/31 19:46:54.714, 210 MHz, P8, 1 %
2026/08/31 19:46:54.745, 210 MHz, P8, 1 %
2026/08/31 19:46:54.776, 210 MHz, P8, 1 %
2026/08/31 19:46:54.806, 210 MHz, P8, 1 %
2026/08/31 19:46:54.838, 210 MHz, P8, 1 %
2026/08/31 19:46:54.870, 210 MHz, P8, 1 %
2026/08/31 19:46:54.901, 210 MHz, P8, 1 %
2026/08/31 19:46:54.932, 210 MHz, P8, 1 %
2026/08/31 19:46:54.963, 210 MHz, P8, 1 %
2026/08/31 19:46:54.994, 210 MHz, P8, 1 %
2026/08/31 19:46:55.026, 210 MHz, P8, 1 %
2026/08/31 19:46:55.058, 210 MHz, P8, 1 %
2026/08/31 19:46:55.090, 210 MHz, P8, 1 %
2026/08/31 19:46:55.122, 210 MHz, P8, 1 %
2026/08/31 19:46:55.153, 210 MHz, P8, 1 %
2026/08/31 19:46:55.184, 210 MHz, P8, 1 %
2026/08/31 19:46:55.214, 210 MHz, P8, 1 %
2026/08/31 19:46:55.244, 210 MHz, P8, 1 %
2026/08/31 19:46:55.274, 210 MHz, P8, 1 %
2026/08/31 19:46:55.304, 210 MHz, P8, 1 %
2026/08/31 19:46:55.334, 210 MHz, P8, 1 %
2026/08/31 19:46:55.364, 210 MHz, P8, 1 %
2026/08/31 19:46:55.394, 210 MHz, P8, 1 %
2026/08/31 19:46:55.426, 210 MHz, P8, 1 %
2026/08/31 19:46:55.457, 210 MHz, P8, 1 %
2026/08/31 19:46:55.488, 210 MHz, P8, 1 %
2026/08/31 19:46:55.520, 210 MHz, P8, 1 %
2026/08/31 19:46:55.552, 210 MHz, P8, 1 %
2026/08/31 19:46:55.583, 210 MHz, P8, 1 %
2026/08/31 19:46:55.614, 210 MHz, P8, 1 %
2026/08/31 19:46:55.646, 210 MHz, P8, 1 %
2026/08/31 19:46:55.676, 210 MHz, P8, 1 %
2026/08/31 19:46:55.706, 210 MHz, P8, 1 %
2026/08/31 19:46:55.736, 210 MHz, P8, 1 %
2026/08/31 19:46:55.766, 210 MHz, P8, 1 %
2026/08/31 19:46:55.797, 210 MHz, P8, 1 %
2026/08/31 19:46:55.828, 210 MHz, P8, 1 %
2026/08/31 19:46:55.859, 210 MHz, P8, 1 %
2026/08/31 19:46:55.891, 210 MHz, P8, 1 %
2026/08/31 19:46:55.923, 210 MHz, P8, 1 %
2026/08/31 19:46:55.954, 210 MHz, P8, 1 %
2026/08/31 19:46:55.985, 210 MHz, P8, 1 %
2026/08/31 19:46:56.016, 210 MHz, P8, 1 %
2026/08/31 19:46:56.048, 210 MHz, P8, 1 %
2026/08/31 19:46:56.080, 210 MHz, P8, 1 %
2026/08/31 19:46:56.110, 210 MHz, P8, 1 %
2026/08/31 19:46:56.141, 210 MHz, P8, 1 %
2026/08/31 19:46:56.172, 210 MHz, P8, 1 %
2026/08/31 19:46:56.205, 210 MHz, P8, 1 %
2026/08/31 19:46:56.237, 210 MHz, P8, 1 %
2026/08/31 19:46:56.269, 210 MHz, P8, 1 %
2026/08/31 19:46:56.300, 210 MHz, P8, 1 %
2026/08/31 19:46:56.331, 210 MHz, P8, 1 %
2026/08/31 19:46:56.362, 210 MHz, P8, 1 %
2026/08/31 19:46:56.393, 210 MHz, P8, 1 %
2026/08/31 19:46:56.423, 210 MHz, P8, 1 %
2026/08/31 19:46:56.453, 210 MHz, P8, 1 %
2026/08/31 19:46:56.483, 210 MHz, P8, 1 %
2026/08/31 19:46:56.513, 210 MHz, P8, 1 %
2026/08/31 19:46:56.543, 210 MHz, P8, 1 %
2026/08/31 19:46:56.573, 210 MHz, P8, 1 %
2026/08/31 19:46:56.603, 210 MHz, P8, 1 %
2026/08/31 19:46:56.636, 210 MHz, P8, 1 %
2026/08/31 19:46:56.668, 210 MHz, P8, 1 %
2026/08/31 19:46:56.698, 210 MHz, P8, 1 %
2026/08/31 19:46:56.730, 210 MHz, P8, 1 %
2026/08/31 19:46:56.762, 210 MHz, P8, 1 %
2026/08/31 19:46:56.792, 210 MHz, P8, 1 %
2026/08/31 19:46:56.824, 210 MHz, P8, 1 %
2026/08/31 19:46:56.856, 210 MHz, P8, 1 %
2026/08/31 19:46:56.888, 210 MHz, P8, 1 %
2026/08/31 19:46:56.919, 210 MHz, P8, 1 %
2026/08/31 19:46:56.950, 210 MHz, P8, 2 %
2026/08/31 19:46:56.982, 210 MHz, P8, 2 %
2026/08/31 19:46:57.013, 210 MHz, P8, 2 %
2026/08/31 19:46:57.043, 210 MHz, P8, 2 %
2026/08/31 19:46:57.073, 210 MHz, P8, 2 %
2026/08/31 19:46:57.103, 210 MHz, P8, 2 %
2026/08/31 19:46:57.133, 210 MHz, P8, 2 %
2026/08/31 19:46:57.163, 210 MHz, P8, 2 %
