timestamp, clocks.current.sm [MHz], pstate, utilization.gpu [%]
2026/08/31 17:52:37.404, 210 MHz, P8, 1 %
2026/08/31 17:52:37.435, 210 MHz, P8, 1 %
2026/08/31 17:52:37.466, 210 MHz, P8, 1 %
2026/08/31 17:52:37.497, 210 MHz, P8, 1 %
2026/08/31 17:52:37.528, 210 MHz, P8, 1 %
2026/08/31 17:52:37.558, 210 MHz, P8, 1 %
2026/08/31 17:52:37.590, 210 MHz, P8, 1 %
2026/08/31 17:52:37.622, 210 MHz, P8, 1 %
2026/08/31 17:52:37.654, 210 MHz, P8, 1 %
2026/08/31 17:52:37.686, 210 MHz, P8, 1 %
2026/08/31 17:52:37.718, 210 MHz, P8, 1 %
2026/08/31 17:52:37.748, 210 MHz, P8, 1 %
2026/08/31 17:52:37.779, 210 MHz, P8, 1 %
2026/08/31 17:52:37.810, 210 MHz, P8, 1 %
2026/08/31 17:52:37.840, 210 MHz, P8, 1 %
2026/08/31 17:52:37.870, 210 MHz, P8, 1 %
2026/08/31 17:52:37.900, 210 MHz, P8, 1 %
2026/08/31 17:52:37.931, 210 MHz, P8, 1 %
2026/08/31 17:52:37.961, 210 MHz, P8, 1 %
2026/08/31 17:52:37.992, 210 MHz, P8, 1 %
2026/08/31 17:52:38.023, 210 MHz, P8, 1 %
2026/08/31 17:52:38.054, 210 MHz, P8, 1 %
2026/08/31 17:52:38.085, 210 MHz, P8, 1 %
2026/08/31 17:52:38.116, 210 MHz, P8, 1 %
2026/08/31 17:52:38.147, 210 MHz, P8, 1 %
2026/08/31 17:52:38.178, 210 MHz, P8, 1 %
2026/08/31 17:52:38.210, 210 MHz, P8, 1 %
2026/08/31 17:52:38.241, 210 MHz, P8, 1 %
2026/08/31 17:52:38.272, 210 MHz, P8, 1 %
2026/08/31 17:52:38.302, 210 MHz, P8, 1 %
2026/08/31 17:52:38.332, 210 MHz, P8, 1 %
2026/08/31 17:52:38.364, 210 MHz, P8, 1 %
2026/08/31 17:52:38.395, 210 MHz, P8, 1 %
2026/08/31 17:52:38.427, 210 MHz, P8, 1 %
2026/08/31 17:52:38.459, 210 MHz, P8, 1 %
2026/08/31 17:52:38.490, 210 MHz, P8, 1 %
2026/08/31 17:52:38.522, 210 MHz, P8, 1 %
2026/08/31 17:52:38.552, 210 MHz, P8, 1 %
2026/08/31 17:52:38.583, 210 MHz, P8, 1 %
2026/08/31 17:52:38.614, 210 MHz, P8, 1 %
2026/08/31 17:52:38.645, 210 MHz, P8, 1 %
2026/08/31 17:52:38.676, 210 MHz, P8, 1 %
2026/08/31 17:52:38.708, 210 MHz, P8, 1 %
2026/08/31 17:52:38.740, 210 MHz, P8, 3 %
2026/08/31 17:52:38.771, 210 MHz, P8, 3 %
2026/08/31 17:52:38.801, 210 MHz, P8, 3 %
2026/08/31 17:52:38.831, 210 MHz, P8, 3 %
2026/08/31 17:52:38.862, 210 MHz, P8, 3 %
2026/08/31 17:52:38.892, 210 MHz, P8, 3 %
2026/08/31 17:52:38.922, 210 MHz, P8, 3 %
2026/08/31 17:52:38.953, 210 MHz, P8, 3 %
2026/08/31 17:52:38.985, 210 MHz, P8, 3 %
2026/08/31 17:52:39.016, 210 MHz, P8, 3 %
2026/08/31 17:52:39.046, 210 MHz, P8, 3 %
2026/08/31 17:52:39.076, 210 MHz, P8, 3 %
2026/08/31 17:52:39.107, 210 MHz, P8, 3 %
2026/08/31 17:52:39.139, 210 MHz, P8, 3 %
2026/08/31 17:52:39.171, 210 MHz, P8, 3 %
2026/08/31 17:52:39.201, 210 MHz, P8, 3 %
2026/08/31 17:52:39.232, 210 MHz, P8, 1 %
2026/08/31 17:52:39.265, 210 MHz, P8, 1 %
2026/08/31 17:52:39.296, 210 MHz, P8, 1 %
2026/08/31 17:52:39.327, 210 MHz, P8, 1 %
2026/08/31 17:52:39.358, 210 MHz, P8, 1 %
2026/08/31 17:52:39.389, 210 MHz, P8, 1 %
2026/08/31 17:52:39.419, 210 MHz, P8, 1 %
2026/08/31 17:52:39.449, 210 MHz, P8, 1 %
2026/08/31 17:52:39.479, 210 MHz, P8, 1 %
2026/08/31 17:52:39.510, 210 MHz, P8, 1 %
2026/08/31 17:52:39.541, 210 MHz, P8, 1 %
2026/08/31 17:52:39.573, 210 MHz, P8, 1 %
2026/08/31 17:52:39.605, 210 MHz, P8, 1 %
2026/08/31 17:52:39.636, 210 MHz, P8, 1 %
2026/08/31 17:52:39.666, 210 MHz, P8, 1 %
2026/08/31 17:52:39.697, 210 MHz, P8, 1 %
2026/08/31 17:52:39.728, 210 MHz, P8, 1 %
2026/08/31 17:52:39.759, 210 MHz, P8, 1 %
2026/08/31 17:52:39.790, 210 MHz, P8, 1 %
2026/08/31 17:52:39.822, 210 MHz, P8, 1 %
2026/08/31 17:52:39.854, 210 MHz, P8, 1 %
2026/08/31 17:52:39.886, 210 MHz, P8, 1 %
2026/08/31 17:52:39.916, 210 MHz, P8, 1 %
2026/08/31 17:52:39.947, 210 MHz, P8, 1 %
2026/08/31 17:52:39.978, 210 MHz, P8, 1 %
2026/08/31 17:52:40.009, 210 MHz, P8, 1 %
2026/08/31 17:52:40.039, 210 MHz, P8, 1 %
2026/08/31 17:52:40.069, 210 MHz, P8, 1 %
2026/08/31 17:52:40.099, 210 MHz, P8, 1 %
2026/08/31 17:52:40.129, 210 MHz, P8, 1 %
2026/08/31 17:52:40.159, 210 MHz, P8, 1 %
2026/08/31 17:52:40.190, 210 MHz, P8, 1 %
2026/08/31 17:52:40.220, 210 MHz, P8, 1 %
2026/08/31 17:52:40.250, 210 MHz, P8, 1 %
2026/08/31 17:52:40.280, 210 MHz, P8, 1 %
2026/08/31 17:52:40.311, 210 MHz, P8, 1 %
2026/08/31 17:52:40.343, 210 MHz, P8, 1 %
2026/08/31 17:52:40.375, 210 MHz, P8, 1 %
2026/08/31 17:52:40.406, 210 MHz, P8, 1 %
2026/08/31 17:52:40.437, 210 MHz, P8, 1 %
2026/08/31 17:52:40.469, 210 MHz, P8, 1 %
2026/08/31 17:52:40.500, 210 MHz, P8, 1 %
2026/08/31 17:52:40.531, 210 MHz, P8, 1 %
2026/08/31 17:52:40.562, 210 MHz, P8, 1 %
2026/08/31 17:52:40.592, 210 MHz, P8, 1 %
2026/08/31 17:52:40.622, 210 MHz, P8, 1 %
2026/08/31 17:52:40.652, 210 MHz, P8, 1 %
2026/08/31 17:52:40.683, 210 MHz, P8, 1 %
2026/08/31 17:52:40.713, 210 MHz, P8, 1 %
2026/08/31 17:52:40.743, 210 MHz, P8, 1 %
2026/08/31 17:52:40.774, 210 MHz, P8, 1 %
2026/08/31 17:52:40.806, 210 MHz, P8, 1 %
2026/08/31 17:52:40.837, 210 MHz, P8, 1 %
2026/08/31 17:52:40.869, 210 MHz, P8, 1 %
2026/08/31 17:52:40.900, 210 MHz, P8, 1 %
2026/08/31 17:52:40.931, 210 MHz, P8, 1 %
2026/08/31 17:52:40.963, 210 MHz, P8, 1 %
2026/08/31 17:52:40.994, 210 MHz, P8, 1 %
2026/08/31 17:52:41.024, 210 MHz, P8, 1 %
2026/08/31 17:52:41.054, 210 MHz, P8, 1 %
2026/08/31 17:52:41.084, 210 MHz, P8, 1 %
2026/08/31 17:52:41.115, 210 MHz, P8, 1 %
2026/08/31 17:52:41.147, 210 MHz, P8, 1 %
2026/08/31 17:52:41.177, 210 MHz, P8, 1 %
2026/08/31 17:52:41.207, 210 MHz, P8, 1 %
2026/08/31 17:52:41.237, 210 MHz, P8, 2 %
2026/08/31 17:52:41.267, 210 MHz, P8, 2 %
2026/08/31 17:52:41.298, 210 MHz, P8, 2 %
2026/08/31 17:52:41.330, 210 MHz, P8, 2 %
2026/08/31 17:52:41.361, 210 MHz, P8, 2 %
2026/08/31 17:52:41.392, 210 MHz, P8, 2 %
2026/08/31 17:52:41.424, 210 MHz, P8, 2 %
2026/08/31 17:52:41.455, 210 MHz, P8, 2 %
2026/08/31 17:52:41.486, 210 MHz, P8, 2 %
2026/08/31 17:52:41.518, 210 MHz, P8, 2 %
2026/08/31 17:52:41.550, 210 MHz, P8, 2 %
2026/08/31 17:52:41.580, 210 MHz, P8, 2 %
2026/08/31 17:52:41.610, 210 MHz, P8, 2 %
2026/08/31 17:52:41.640, 210 MHz, P8, 2 %
2026/08/31 17:52:41.670, 210 MHz, P8, 2 %
2026/08/31 17:52:41.702, 210 MHz, P8, 2 %
2026/08/31 17:52:41.734, 210 MHz, P8, 1 %
2026/08/31 17:52:41.764, 210 MHz, P8, 1 %
2026/08/31 17:52:41.794, 210 MHz, P8, 1 %
2026/08/31 17:52:41.824, 210 MHz, P8, 1 %
2026/08/31 17:52:41.854, 210 MHz, P8, 1 %
2026/08/31 17:52:41.885, 210 MHz, P8, 1 %
2026/08/31 17:52:41.916, 210 MHz, P8, 1 %
2026/08/31 17:52:41.947, 210 MHz, P8, 1 %
2026/08/31 17:52:41.978, 210 MHz, P8, 1 %
2026/08/31 17:52:42.008, 210 MHz, P8, 1 %
2026/08/31 17:52:42.038, 210 MHz, P8, 1 %
2026/08/31 17:52:42.068, 210 MHz, P8, 1 %
2026/08/31 17:52:42.098, 210 MHz, P8, 1 %
2026/08/31 17:52:42.128, 210 MHz, P8, 1 %
2026/08/31 17:52:42.158, 210 MHz, P8, 1 %
2026/08/31 17:52:42.189, 210 MHz, P8, 1 %
2026/08/31 17:52:42.222, 210 MHz, P8, 1 %
2026/08/31 17:52:42.252, 210 MHz, P8, 1 %
2026/08/31 17:52:42.283, 210 MHz, P8, 1 %
2026/08/31 17:52:42.314, 210 MHz, P8, 1 %
2026/08/31 17:52:42.344, 210 MHz, P8, 1 %
2026/08/31 17:52:42.376, 210 MHz, P8, 1 %
2026/08/31 17:52:42.406, 210 MHz, P8, 1 %
2026/08/31 17:52:42.436, 210 MHz, P8, 1 %
2026/08/31 17:52:42.467, 210 MHz, P8, 1 %
2026/08/31 17:52:42.498, 210 MHz, P8, 1 %
2026/08/31 17:52:42.529, 210 MHz, P8, 1 %
2026/08/31 17:52:42.559, 210 MHz, P8, 1 %
2026/08/31 17:52:42.591, 210 MHz, P8, 1 %
2026/08/31 17:52:42.621, 210 MHz, P8, 1 %
2026/08/31 17:52:42.651, 210 MHz, P8, 1 %
2026/08/31 17:52:42.681, 210 MHz, P8, 1 %
2026/08/31 17:52:42.713, 210 MHz, P8, 1 %
2026/08/31 17:52:42.743, 210 MHz, P8, 1 %
2026/08/31 17:52:42.773, 210 MHz, P8, 1 %
2026/08/31 17:52:42.804, 210 MHz, P8, 1 %
2026/08/31 17:52:42.835, 210 MHz, P8, 1 %
2026/08/31 17:52:42.866, 210 MHz, P8, 1 %
2026/08/31 17:52:42.898, 210 MHz, P8, 1 %
2026/08/31 17:52:42.929, 210 MHz, P8, 1 %
2026/08/31 17:52:42.960, 210 MHz, P8, 1 %
2026/08/31 17:52:42.991, 210 MHz, P8, 1 %
2026/08/31 17:52:43.022, 210 MHz, P8, 1 %
2026/08/31 17:52:43.053, 210 MHz, P8, 1 %
2026/08/31 17:52:43.083, 210 MHz, P8, 1 %
2026/08/31 17:52:43.113, 210 MHz, P8, 1 %
2026/08/31 17:52:43.146, 210 MHz, P8, 1 %
2026/08/31 17:52:43.176, 210 MHz, P8, 1 %
2026/08/31 17:52:43.207, 210 MHz, P8, 1 %
2026/08/31 17:52:43.237, 210 MHz, P8, 1 %
2026/08/31 17:52:43.267, 210 MHz, P8, 1 %
2026/08/31 17:52:43.297, 210 MHz, P8, 1 %
2026/08/31 17:52:43.327, 210 MHz, P8, 1 %
2026/08/31 17:52:43.357, 210 MHz, P8, 1 %
2026/08/31 17:52:43.388, 210 MHz, P8, 1 %
2026/08/31 17:52:43.418, 210 MHz, P8, 1 %
2026/08/31 17:52:43.448, 210 MHz, P8, 1 %
2026/08/31 17:52:43.478, 210 MHz, P8, 1 %
2026/08/31 17:52:43.508, 210 MHz, P8, 1 %
2026/08/31 17:52:43.538, 210 MHz, P8, 1 %
2026/08/31 17:52:43.568, 210 MHz, P8, 1 %
2026/08/31 17:52:43.598, 210 MHz, P8, 1 %
2026/08/31 17:52:43.630, 210 MHz, P8, 1 %
2026/08/31 17:52:43.662, 210 MHz, P8, 1 %
2026/08/31 17:52:43.692, 210 MHz, P8, 1 %
2026/08/31 17:52:43.723, 210 MHz, P8, 1 %
2026/08/31 17:52:43.755, 210 MHz, P8, 1 %
2026/08/31 17:52:43.787, 210 MHz, P8, 1 %
2026/08/31 17:52:43.818, 210 MHz, P8, 1 %
2026/08/31 17:52:43.850, 210 MHz, P8, 1 %
2026/08/31 17:52:43.882, 210 MHz, P8, 1 %
2026/08/31 17:52:43.913, 210 MHz, P8, 1 %
2026/08/31 17:52:43.943, 210 MHz, P8, 1 %
2026/08/31 17:52:43.974, 210 MHz, P8, 1 %
2026/08/31 17:52:44.006, 210 MHz, P8, 1 %
2026/08/31 17:52:44.037, 210 MHz, P8, 1 %
2026/08/31 17:52:44.067, 210 MHz, P8, 1 %
2026/08/31 17:52:44.099, 210 MHz, P8, 1 %
2026/08/31 17:52:44.130, 210 MHz, P8, 1 %
2026/08/31 17:52:44.161, 210 MHz, P8, 1 %
2026/08/31 17:52:44.192, 210 MHz, P8, 1 %
2026/08/31 17:52:44.222, 210 MHz, P8, 1 %
2026/08/31 17:52:44.252, 210 MHz, P8, 2 %
2026/08/31 17:52:44.282, 210 MHz, P8, 2 %
2026/08/31 17:52:44.314, 210 MHz, P8, 2 %
2026/08/31 17:52:44.346, 210 MHz, P8, 2 %
2026/08/31 17:52:44.377, 210 MHz, P8, 2 %
2026/08/31 17:52:44.407, 210 MHz, P8, 2 %
2026/08/31 17:52:44.437, 210 MHz, P8, 2 %
2026/08/31 17:52:44.467, 210 MHz, P8, 2 %
2026/08/31 17:52:44.497, 210 MHz, P8, 2 %
2026/08/31 17:52:44.527, 210 MHz, P8, 2 %
2026/08/31 17:52:44.558, 210 MHz, P8, 2 %
2026/08/31 17:52:44.589, 210 MHz, P8, 2 %
2026/08/31 17:52:44.621, 210 MHz, P8, 2 %
2026/08/31 17:52:44.652, 210 MHz, P8, 2 %
2026/08/31 17:52:44.684, 210 MHz, P8, 2 %
2026/08/31 17:52:44.714, 210 MHz, P8, 2 %
2026/08/31 17:52:44.744, 210 MHz, P8, 1 %
2026/08/31 17:52:44.774, 210 MHz, P8, 1 %
2026/08/31 17:52:44.806, 210 MHz, P8, 1 %
2026/08/31 17:52:44.837, 210 MHz, P8, 1 %
2026/08/31 17:52:44.868, 210 MHz, P8, 1 %
2026/08/31 17:52:44.898, 210 MHz, P8, 1 %
2026/08/31 17:52:44.928, 210 MHz, P8, 1 %
2026/08/31 17:52:44.958, 210 MHz, P8, 1 %
2026/08/31 17:52:44.990, 210 MHz, P8, 1 %
2026/08/31 17:52:45.022, 210 MHz, P8, 1 %
2026/08/31 17:52:45.053, 210 MHz, P8, 1 %
2026/08/31 17:52:45.083, 210 MHz, P8, 1 %
2026/08/31 17:52:45.113, 210 MHz, P8, 1 %
2026/08/31 17:52:45.143, 210 MHz, P8, 1 %
2026/08/31 17:52:45.173, 210 MHz, P8, 1 %
2026/08/31 17:52:45.204, 210 MHz, P8, 1 %
2026/08/31 17:52:45.234, 210 MHz, P8, 1 %
2026/08/31 17:52:45.264, 210 MHz, P8, 1 %
2026/08/31 17:52:45.295, 210 MHz, P8, 1 %
2026/08/31 17:52:45.325, 210 MHz, P8, 1 %
2026/08/31 17:52:45.355, 210 MHz, P8, 1 %
2026/08/31 17:52:45.385, 210 MHz, P8, 1 %
2026/08/31 17:52:45.415, 210 MHz, P8, 1 %
2026/08/31 17:52:45.445, 210 MHz, P8, 1 %
2026/08/31 17:52:45.475, 210 MHz, P8, 1 %
2026/08/31 17:52:45.505, 210 MHz, P8, 1 %
2026/08/31 17:52:45.535, 210 MHz, P8, 1 %
2026/08/31 17:52:45.566, 210 MHz, P8, 1 %
2026/08/31 17:52:45.596, 210 MHz, P8, 1 %
2026/08/31 17:52:45.626, 210 MHz, P8, 1 %
2026/08/31 17:52:45.656, 210 MHz, P8, 1 %
2026/08/31 17:52:45.687, 210 MHz, P8, 1 %
2026/08/31 17:52:45.719, 210 MHz, P8, 1 %
2026/08/31 17:52:45.750, 210 MHz, P8, 1 %
2026/08/31 17:52:45.781, 210 MHz, P8, 1 %
2026/08/31 17:52:45.812, 210 MHz, P8, 1 %
2026/08/31 17:52:45.842, 210 MHz, P8, 1 %
2026/08/31 17:52:45.872, 210 MHz, P8, 1 %
2026/08/31 17:52:45.902, 210 MHz, P8, 1 %
2026/08/31 17:52:45.932, 210 MHz, P8, 1 %
2026/08/31 17:52:45.962, 210 MHz, P8, 1 %
2026/08/31 17:52:45.992, 210 MHz, P8, 1 %
2026/08/31 17:52:46.022, 210 MHz, P8, 1 %
2026/08/31 17:52:46.052, 210 MHz, P8, 1 %
2026/08/31 17:52:46.082, 210 MHz, P8, 1 %
2026/08/31 17:52:46.112, 210 MHz, P8, 1 %
2026/08/31 17:52:46.142, 210 MHz, P8, 1 %
2026/08/31 17:52:46.172, 210 MHz, P8, 1 %
2026/08/31 17:52:46.203, 210 MHz, P8, 1 %
2026/08/31 17:52:46.233, 210 MHz, P8, 1 %
2026/08/31 17:52:46.263, 210 MHz, P8, 1 %
2026/08/31 17:52:46.293, 210 MHz, P8, 1 %
2026/08/31 17:52:46.324, 210 MHz, P8, 1 %
2026/08/31 17:52:46.355, 210 MHz, P8, 1 %
2026/08/31 17:52:46.385, 210 MHz, P8, 1 %
2026/08/31 17:52:46.416, 210 MHz, P8, 1 %
2026/08/31 17:52:46.448, 210 MHz, P8, 1 %
2026/08/31 17:52:46.479, 210 MHz, P8, 1 %
2026/08/31 17:52:46.511, 210 MHz, P8, 1 %
2026/08/31 17:52:46.542, 210 MHz, P8, 1 %
2026/08/31 17:52:46.574, 210 MHz, P8, 1 %
2026/08/31 17:52:46.604, 210 MHz, P8, 1 %
2026/08/31 17:52:46.634, 210 MHz, P8, 1 %
2026/08/31 17:52:46.664, 210 MHz, P8, 1 %
2026/08/31 17:52:46.694, 210 MHz, P8, 1 %
2026/08/31 17:52:46.725, 210 MHz, P8, 1 %
2026/08/31 17:52:46.756, 210 MHz, P8, 1 %
2026/08/31 17:52:46.788, 210 MHz, P8, 1 %
2026/08/31 17:52:46.819, 210 MHz, P8, 1 %
2026/08/31 17:52:46.849, 210 MHz, P8, 1 %
2026/08/31 17:52:46.881, 210 MHz, P8, 1 %
2026/08/31 17:52:46.912, 210 MHz, P8, 1 %
2026/08/31 17:52:46.943, 210 MHz, P8, 1 %
2026/08/31 17:52:46.974, 210 MHz, P8, 1 %
2026/08/31 17:52:47.005, 210 MHz, P8, 1 %
2026/08/31 17:52:47.037, 210 MHz, P8, 1 %
2026/08/31 17:52:47.068, 210 MHz, P8, 1 %
2026/08/31 17:52:47.100, 210 MHz, P8, 1 %
2026/08/31 17:52:47.132, 210 MHz, P8, 1 %
2026/08/31 17:52:47.163, 210 MHz, P8, 1 %
2026/08/31 17:52:47.193, 210 MHz, P8, 1 %
2026/08/31 17:52:47.223, 210 MHz, P8, 1 %
2026/08/31 17:52:47.253, 210 MHz, P8, 2 %
2026/08/31 17:52:47.284, 210 MHz, P8, 2 %
2026/08/31 17:52:47.315, 210 MHz, P8, 2 %
2026/08/31 17:52:47.346, 210 MHz, P8, 2 %
2026/08/31 17:52:47.376, 210 MHz, P8, 2 %
2026/08/31 17:52:47.407, 210 MHz, P8, 2 %
2026/08/31 17:52:47.439, 210 MHz, P8, 2 %
2026/08/31 17:52:47.470, 210 MHz, P8, 2 %
2026/08/31 17:52:47.501, 210 MHz, P8, 2 %
2026/08/31 17:52:47.533, 210 MHz, P8, 2 %
2026/08/31 17:52:47.563, 210 MHz, P8, 2 %
2026/08/31 17:52:47.593, 210 MHz, P8, 2 %
2026/08/31 17:52:47.623, 210 MHz, P8, 2 %
2026/08/31 17:52:47.653, 210 MHz, P8, 2 %
2026/08/31 17:52:47.683, 210 MHz, P8, 2 %
2026/08/31 17:52:47.713, 210 MHz, P8, 2 %
2026/08/31 17:52:47.745, 210 MHz, P8, 2 %
2026/08/31 17:52:47.776, 210 MHz, P8, 2 %
2026/08/31 17:52:47.807, 210 MHz, P8, 2 %
2026/08/31 17:52:47.839, 210 MHz, P8, 2 %
2026/08/31 17:52:47.871, 210 MHz, P8, 2 %
2026/08/31 17:52:47.902, 210 MHz, P8, 2 %
2026/08/31 17:52:47.933, 210 MHz, P8, 2 %
2026/08/31 17:52:47.965, 210 MHz, P8, 2 %
2026/08/31 17:52:47.997, 210 MHz, P8, 2 %
2026/08/31 17:52:48.029, 210 MHz, P8, 2 %
2026/08/31 17:52:48.060, 210 MHz, P8, 2 %
2026/08/31 17:52:48.092, 210 MHz, P8, 2 %
2026/08/31 17:52:48.123, 210 MHz, P8, 2 %
2026/08/31 17:52:48.154, 210 MHz, P8, 2 %
2026/08/31 17:52:48.185, 210 MHz, P8, 2 %
2026/08/31 17:52:48.215, 210 MHz, P8, 2 %
2026/08/31 17:52:48.246, 210 MHz, P8, 1 %
2026/08/31 17:52:48.278, 210 MHz, P8, 1 %
2026/08/31 17:52:48.310, 210 MHz, P8, 1 %
2026/08/31 17:52:48.340, 210 MHz, P8, 1 %
2026/08/31 17:52:48.370, 210 MHz, P8, 1 %
2026/08/31 17:52:48.401, 210 MHz, P8, 1 %
2026/08/31 17:52:48.432, 210 MHz, P8, 1 %
2026/08/31 17:52:48.462, 210 MHz, P8, 1 %
2026/08/31 17:52:48.492, 210 MHz, P8, 1 %
2026/08/31 17:52:48.522, 210 MHz, P8, 1 %
2026/08/31 17:52:48.552, 210 MHz, P8, 1 %
2026/08/31 17:52:48.584, 210 MHz, P8, 1 %
2026/08/31 17:52:48.614, 210 MHz, P8, 1 %
2026/08/31 17:52:48.644, 210 MHz, P8, 1 %
2026/08/31 17:52:48.674, 210 MHz, P8, 1 %
2026/08/31 17:52:48.705, 210 MHz, P8, 1 %
2026/08/31 17:52:48.736, 210 MHz, P8, 1 %
2026/08/31 17:52:48.767, 210 MHz, P8, 1 %
2026/08/31 17:52:48.798, 210 MHz, P8, 1 %
2026/08/31 17:52:48.830, 210 MHz, P8, 1 %
2026/08/31 17:52:48.860, 210 MHz, P8, 1 %
2026/08/31 17:52:48.891, 210 MHz, P8, 1 %
2026/08/31 17:52:48.923, 210 MHz, P8, 1 %
2026/08/31 17:52:48.953, 210 MHz, P8, 1 %
2026/08/31 17:52:48.983, 210 MHz, P8, 1 %
2026/08/31 17:52:49.015, 210 MHz, P8, 1 %
2026/08/31 17:52:49.046, 210 MHz, P8, 1 %
2026/08/31 17:52:49.077, 210 MHz, P8, 1 %
2026/08/31 17:52:49.108, 210 MHz, P8, 1 %
2026/08/31 17:52:49.139, 210 MHz, P8, 1 %
2026/08/31 17:52:49.169, 210 MHz, P8, 1 %
2026/08/31 17:52:49.199, 210 MHz, P8, 1 %
2026/08/31 17:52:49.229, 210 MHz, P8, 2 %
2026/08/31 17:52:49.259, 210 MHz, P8, 2 %
2026/08/31 17:52:49.289, 210 MHz, P8, 2 %
2026/08/31 17:52:49.321, 210 MHz, P8, 2 %
2026/08/31 17:52:49.353, 210 MHz, P8, 2 %
2026/08/31 17:52:49.385, 210 MHz, P8, 2 %
2026/08/31 17:52:49.415, 210 MHz, P8, 2 %
2026/08/31 17:52:49.446, 210 MHz, P8, 2 %
2026/08/31 17:52:49.476, 210 MHz, P8, 2 %
2026/08/31 17:52:49.508, 210 MHz, P8, 2 %
2026/08/31 17:52:49.539, 210 MHz, P8, 2 %
2026/08/31 17:52:49.570, 210 MHz, P8, 2 %
2026/08/31 17:52:49.601, 210 MHz, P8, 2 %
2026/08/31 17:52:49.633, 210 MHz, P8, 2 %
2026/08/31 17:52:49.664, 210 MHz, P8, 2 %
2026/08/31 17:52:49.696, 210 MHz, P8, 2 %
2026/08/31 17:52:49.726, 210 MHz, P8, 2 %
2026/08/31 17:52:49.756, 210 MHz, P8, 2 %
2026/08/31 17:52:49.786, 210 MHz, P8, 2 %
2026/08/31 17:52:49.818, 210 MHz, P8, 2 %
2026/08/31 17:52:49.849, 210 MHz, P8, 2 %
2026/08/31 17:52:49.881, 210 MHz, P8, 2 %
2026/08/31 17:52:49.913, 210 MHz, P8, 2 %
2026/08/31 17:52:49.944, 210 MHz, P8, 2 %
2026/08/31 17:52:49.975, 210 MHz, P8, 2 %
2026/08/31 17:52:50.005, 210 MHz, P8, 2 %
2026/08/31 17:52:50.037, 210 MHz, P8, 2 %
2026/08/31 17:52:50.068, 210 MHz, P8, 2 %
2026/08/31 17:52:50.099, 210 MHz, P8, 2 %
2026/08/31 17:52:50.130, 210 MHz, P8, 2 %
2026/08/31 17:52:50.162, 210 MHz, P8, 2 %
2026/08/31 17:52:50.194, 210 MHz, P8, 2 %
2026/08/31 17:52:50.226, 210 MHz, P8, 1 %
2026/08/31 17:52:50.258, 210 MHz, P8, 1 %
2026/08/31 17:52:50.290, 210 MHz, P8, 1 %
2026/08/31 17:52:50.320, 210 MHz, P8, 1 %
2026/08/31 17:52:50.350, 210 MHz, P8, 1 %
2026/08/31 17:52:50.380, 210 MHz, P8, 1 %
2026/08/31 17:52:50.411, 210 MHz, P8, 1 %
2026/08/31 17:52:50.442, 210 MHz, P8, 1 %
2026/08/31 17:52:50.473, 210 MHz, P8, 1 %
2026/08/31 17:52:50.505, 210 MHz, P8, 1 %
2026/08/31 17:52:50.535, 210 MHz, P8, 1 %
2026/08/31 17:52:50.566, 210 MHz, P8, 1 %
2026/08/31 17:52:50.597, 210 MHz, P8, 1 %
2026/08/31 17:52:50.629, 210 MHz, P8, 1 %
2026/08/31 17:52:50.661, 210 MHz, P8, 1 %
2026/08/31 17:52:50.691, 210 MHz, P8, 1 %
2026/08/31 17:52:50.722, 210 MHz, P8, 1 %
2026/08/31 17:52:50.753, 210 MHz, P8, 1 %
2026/08/31 17:52:50.784, 210 MHz, P8, 1 %
2026/08/31 17:52:50.815, 210 MHz, P8, 1 %
2026/08/31 17:52:50.846, 210 MHz, P8, 1 %
2026/08/31 17:52:50.877, 210 MHz, P8, 1 %
2026/08/31 17:52:50.908, 210 MHz, P8, 1 %
2026/08/31 17:52:50.939, 210 MHz, P8, 1 %
2026/08/31 17:52:50.969, 210 MHz, P8, 1 %
2026/08/31 17:52:51.001, 210 MHz, P8, 1 %
2026/08/31 17:52:51.032, 210 MHz, P8, 1 %
2026/08/31 17:52:51.062, 210 MHz, P8, 1 %
2026/08/31 17:52:51.092, 210 MHz, P8, 1 %
2026/08/31 17:52:51.122, 210 MHz, P8, 1 %
2026/08/31 17:52:51.153, 210 MHz, P8, 1 %
2026/08/31 17:52:51.184, 210 MHz, P8, 1 %
2026/08/31 17:52:51.215, 210 MHz, P8, 1 %
2026/08/31 17:52:51.247, 210 MHz, P8, 1 %
2026/08/31 17:52:51.278, 210 MHz, P8, 1 %
2026/08/31 17:52:51.309, 210 MHz, P8, 1 %
2026/08/31 17:52:51.341, 210 MHz, P8, 1 %
2026/08/31 17:52:51.373, 210 MHz, P8, 1 %
2026/08/31 17:52:51.404, 210 MHz, P8, 1 %
2026/08/31 17:52:51.434, 210 MHz, P8, 1 %
2026/08/31 17:52:51.464, 210 MHz, P8, 1 %
2026/08/31 17:52:51.494, 210 MHz, P8, 1 %
2026/08/31 17:52:51.524, 210 MHz, P8, 1 %
2026/08/31 17:52:51.554, 210 MHz, P8, 1 %
2026/08/31 17:52:51.584, 210 MHz, P8, 1 %
2026/08/31 17:52:51.614, 210 MHz, P8, 1 %
2026/08/31 17:52:51.644, 210 MHz, P8, 1 %
2026/08/31 17:52:51.674, 210 MHz, P8, 1 %
2026/08/31 17:52:51.705, 210 MHz, P8, 1 %
